## SLURM PROLOG ###############################################################
##    Job ID : 7605019
##  Job Name : fMRI_L2_group
##  Nodelist : node1325
##      CPUs : 5
##  Mem/Node : 2048 MB
## Directory : /gpfs/data/ashenhav/mri-data/TCB/scripts/fmri-Preprocessing
##   Job Started : Wed Jan 25 14:35:08 EST 2023
###############################################################################
Running L2 analyses on GLM 9: Pmod with Reward, Penalty, Rew*Pen, (CueFixed) Interval Num, Interval Length, Mean Congruency, RT, Accuracy, RT*Rew, RT*Pen
Foldername is: glm9_Pmod_RewPenTask_RTACC_CueFixed_interact_rwls
GLM9: 32 contrasts, pmod with Reward, Penalty, CueFixed, Rew*Pen, Interval Num, Interval Length, Mean Congruency, RT, Accuracy, RT*Rew, RT*Pen
/gpfs/data/ashenhav/mri-data/TCB/spm-data/groupstats
/gpfs/data/ashenhav/mri-data/TCB/spm-data/groupstats exists. No changes required.
/gpfs/data/ashenhav/mri-data/TCB/spm-data/groupstats/glm9_Pmod_RewPenTask_RTACC_CueFixed_interact_rwls/C26_IntxRew-RFixCuexRew
/gpfs/data/ashenhav/mri-data/TCB/spm-data/groupstats/glm9_Pmod_RewPenTask_RTACC_CueFixed_interact_rwls/C26_IntxRew-RFixCuexRew not found. Will create a new folder.
Copying contrast: Subject 2115 Contrast 21 to Folder C21_IntxavgRTxRew
Copying contrast: Subject 2116 Contrast 21 to Folder C21_IntxavgRTxRew
Copying contrast: Subject 2117 Contrast 21 to Folder C21_IntxavgRTxRew
Copying contrast: Subject 2118 Contrast 21 to Folder C21_IntxavgRTxRew
Copying contrast: Subject 2119 Contrast 21 to Folder C21_IntxavgRTxRew
Copying contrast: Subject 2120 Contrast 21 to Folder C21_IntxavgRTxRew
Copying contrast: Subject 2121 Contrast 21 to Folder C21_IntxavgRTxRew
Copying contrast: Subject 2122 Contrast 21 to Folder C21_IntxavgRTxRew
Copying contrast: Subject 2123 Contrast 21 to Folder C21_IntxavgRTxRew
Copying contrast: Subject 2124 Contrast 21 to Folder C21_IntxavgRTxRew
Copying contrast: Subject 2125 Contrast 21 to Folder C21_IntxavgRTxRew
Copying contrast: Subject 2126 Contrast 21 to Folder C21_IntxavgRTxRew
Copying contrast: Subject 2127 Contrast 21 to Folder C21_IntxavgRTxRew
/gpfs/data/ashenhav/mri-data/TCB/spm-data/groupstats/glm9_Pmod_RewPenTask_RTACC_CueFixed_interact_rwls/C28_Int-RFixCue
/gpfs/data/ashenhav/mri-data/TCB/spm-data/groupstats/glm9_Pmod_RewPenTask_RTACC_CueFixed_interact_rwls/C28_Int-RFixCue not found. Will create a new folder.
Copying contrast: Subject 2011 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2012 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2013 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2014 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2015 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2017 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2019 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2020 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2021 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2022 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2024 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2026 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2027 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2028 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2029 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2030 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2031 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2032 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2033 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2034 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2035 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2036 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2037 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2038 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2039 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2040 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2041 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2042 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2043 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2044 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2045 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2046 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2047 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2048 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2049 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2050 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2051 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2053 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2054 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2055 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2057 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2058 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2059 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2060 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2061 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2062 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2063 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2064 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2065 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2066 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2067 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2068 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2069 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2070 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2071 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2072 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2073 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2074 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2075 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2076 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2077 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2078 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2079 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2081 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2082 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2083 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2084 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2085 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2086 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2088 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2090 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2091 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2093 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2094 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2097 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2098 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2099 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2103 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2105 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2106 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2107 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2108 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2109 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2111 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2112 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2113 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2115 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2116 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2117 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2118 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2119 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2120 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2121 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2122 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2123 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2124 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2125 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2126 Contrast 28 to Folder C28_Int-RFixCue
Copying contrast: Subject 2127 Contrast 28 to Folder C28_Int-RFixCue
/gpfs/data/ashenhav/mri-data/TCB/spm-data/groupstats/glm9_Pmod_RewPenTask_RTACC_CueFixed_interact_rwls/C29_IntxRew-RFixCuexRew
/gpfs/data/ashenhav/mri-data/TCB/spm-data/groupstats/glm9_Pmod_RewPenTask_RTACC_CueFixed_interact_rwls/C29_IntxRew-RFixCuexRew not found. Will create a new folder.
Copying contrast: Subject 2011 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2012 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2013 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2014 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2015 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2017 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2019 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2020 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2021 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2022 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2024 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2026 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2027 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2028 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2029 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2030 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2031 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2032 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2033 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2034 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2035 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2036 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2037 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2038 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2039 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2040 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2041 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2042 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2043 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2044 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2045 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2046 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2047 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2048 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2049 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2050 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2051 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2053 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2054 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2055 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2057 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2058 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2059 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2060 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2061 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2062 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2063 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2064 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2065 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2066 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2067 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2068 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2069 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2070 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2071 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2072 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2073 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2074 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2075 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2076 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2077 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2078 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2079 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2081 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2082 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2083 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2084 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2085 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2086 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2088 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2090 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2091 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2093 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2094 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2097 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2098 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2099 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2103 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2105 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2106 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2107 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2108 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2109 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2111 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2112 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2113 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2115 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2116 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2117 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2118 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2119 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2120 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2121 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2122 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2123 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2124 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2125 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2126 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
Copying contrast: Subject 2127 Contrast 29 to Folder C29_IntxRew-RFixCuexRew
/gpfs/data/ashenhav/mri-data/TCB/spm-data/groupstats/glm9_Pmod_RewPenTask_RTACC_CueFixed_interact_rwls/C13_Int
/gpfs/data/ashenhav/mri-data/TCB/spm-data/groupstats/glm9_Pmod_RewPenTask_RTACC_CueFixed_interact_rwls/C13_Int not found. Will create a new folder.
Copying contrast: Subject 2011 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2012 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2013 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2014 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2015 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2017 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2019 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2020 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2021 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2022 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2024 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2026 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2027 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2028 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2029 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2030 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2031 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2032 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2033 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2034 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2035 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2036 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2037 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2038 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2039 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2040 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2041 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2042 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2043 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2044 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2045 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2046 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2047 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2048 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2049 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2050 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2051 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2053 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2054 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2055 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2057 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2058 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2059 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2060 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2061 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2062 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2063 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2064 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2065 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2066 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2067 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2068 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2069 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2070 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2071 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2072 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2073 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2074 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2075 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2076 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2077 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2078 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2079 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2081 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2082 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2083 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2084 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2085 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2086 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2088 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2090 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2091 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2093 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2094 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2097 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2098 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2099 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2103 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2105 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2106 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2107 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2108 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2109 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2111 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2112 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2113 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2115 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2116 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2117 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2118 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2119 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2120 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2121 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2122 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2123 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2124 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2125 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2126 Contrast 13 to Folder C13_Int
Copying contrast: Subject 2127 Contrast 13 to Folder C13_Int
/gpfs/data/ashenhav/mri-data/TCB/spm-data/groupstats/glm9_Pmod_RewPenTask_RTACC_CueFixed_interact_rwls/C12_PFixCuesxRew-Pen
/gpfs/data/ashenhav/mri-data/TCB/spm-data/groupstats/glm9_Pmod_RewPenTask_RTACC_CueFixed_interact_rwls/C12_PFixCuesxRew-Pen not found. Will create a new folder.
Copying contrast: Subject 2011 Contrast 12 to Folder C12_PFixCuesxRew-Pen
Copying contrast: Subject 2012 Contrast 12 to Folder C12_PFixCuesxRew-Pen
Copying contrast: Subject 2013 Contrast 12 to Folder C12_PFixCuesxRew-Pen
Copying contrast: Subject 2014 Contrast 12 to Folder C12_PFixCuesxRew-Pen
Copying contrast: Subject 2015 Contrast 12 to Folder C12_PFixCuesxRew-Pen
Copying contrast: Subject 2017 Contrast 12 to Folder C12_PFixCuesxRew-Pen
Copying contrast: Subject 2019 Contrast 12 to Folder C12_PFixCuesxRew-Pen
Copying contrast: Subject 2020 Contrast 12 to Folder C12_PFixCuesxRew-Pen
Copying contrast: Subject 2021 Contrast 12 to Folder C12_PFixCuesxRew-Pen
Copying contrast: Subject 2022 Contrast 12 to Folder C12_PFixCuesxRew-Pen
Copying contrast: Subject 2024 Contrast 12 to Folder C12_PFixCuesxRew-Pen
Copying contrast: Subject 2026 Contrast 12 to Folder C12_PFixCuesxRew-Pen
Copying contrast: Subject 2027 Contrast 12 to Folder C12_PFixCuesxRew-Pen
Copying contrast: Subject 2028 Contrast 12 to Folder C12_PFixCuesxRew-Pen
Copying contrast: Subject 2029 Contrast 12 to Folder C12_PFixCuesxRew-Pen
Copying contrast: Subject 2030 Contrast 12 to Folder C12_PFixCuesxRew-Pen
Copying contrast: Subject 2031 Contrast 12 to Folder C12_PFixCuesxRew-Pen
Copying contrast: Subject 2032 Contrast 12 to Folder C12_PFixCuesxRew-Pen
Copying contrast: Subject 2033 Contrast 12 to Folder C12_PFixCuesxRew-Pen
Copying contrast: Subject 2034 Contrast 12 to Folder C12_PFixCuesxRew-Pen
Copying contrast: Subject 2035 Contrast 12 to Folder C12_PFixCuesxRew-Pen
Copying contrast: Subject 2036 Contrast 12 to Folder C12_PFixCuesxRew-Pen
Copying contrast: Subject 2037 Contrast 12 to Folder C12_PFixCuesxRew-Pen
Copying contrast: Subject 2038 Contrast 12 to Folder C12_PFixCuesxRew-Pen
Copying contrast: Subject 2039 Contrast 12 to Folder C12_PFixCuesxRew-Pen
Copying contrast: Subject 2040 Contrast 12 to Folder C12_PFixCuesxRew-Pen
Copying contrast: Subject 2041 Contrast 12 to Folder C12_PFixCuesxRew-Pen
Copying contrast: Subject 2042 Contrast 12 to Folder C12_PFixCuesxRew-Pen
